date,fix_mid,intrinsic_v1,intrinsic_v2,naive_rw,err_v2,err_rw,ret_basket,kf_state
2023-11-29,3.0976,3.100530745307985,3.1058203808783857,3.0996,-0.008220380878385836,-0.002000000000000224,0.00030023409286358805,0.0052896355704007345
2023-11-30,3.1079,3.0974067834042276,3.1009227000540385,3.0976,0.006977299945961413,0.010299999999999976,-6.237817086902418e-05,0.0035159166498110604
2023-12-01,3.11565,3.1085937105013235,3.110765462918218,3.1079,0.004884537081781826,0.007750000000000146,0.0002231838513828858,0.0021717524168949074
2023-12-04,3.1187,3.116203335751532,3.1174828745525174,3.11565,0.0012171254474826476,0.003049999999999997,0.00017758304734532643,0.001279538800985327
2023-12-05,3.1232,3.1185160510285543,3.1198966126902388,3.1187,0.0033033873097614297,0.0045000000000001705,-5.898431928410408e-05,0.0013805616616844607
2023-12-06,3.12775,3.1237000244396014,3.1253997755531895,3.1232,0.002350224446810323,0.00454999999999961,0.00016008722365100025,0.0016997511135879168
2023-12-07,3.12745,3.1297523149057658,3.132540103977635,3.12775,-0.0050901039776349855,-0.0002999999999997449,0.0006399725875725526,0.002787789071869065
2023-12-08,3.1335,3.127141277992275,3.1309004788152244,3.12745,0.0025995211847757993,0.006050000000000111,-9.871852348279724e-05,0.0037592008229496154
2023-12-11,3.1345,3.1341175658587623,3.1345137260158267,3.1335,-1.3726015826609483e-05,0.0009999999999998899,0.00019706558489630208,0.0003961601570642219
2023-12-12,3.1274,3.134772866835398,3.134630200055229,3.1345,-0.007230200055228675,-0.007099999999999884,8.704895810600569e-05,-0.000142666780169188
2023-12-13,3.1252,3.1283942409130474,3.1290881699046675,3.1274,-0.00388816990466756,-0.002200000000000202,0.0003178624114317314,0.0006939289916203181
2023-12-14,3.088,3.12583445701818,3.128706561858255,3.1252,-0.04070656185825472,-0.0371999999999999,0.00020299264856752717,0.0028721048400748603
2023-12-15,3.094,3.0883488673971655,3.098474326745623,3.088,-0.004474326745623092,0.005999999999999783,0.00011296881216612311,0.010125459348457627
2023-12-18,3.0965,3.0939437976977824,3.097724336136162,3.094,-0.0012243361361621297,0.0024999999999999467,-1.8165097827870302e-05,0.0037805384383794364
2023-12-19,3.0914,3.0967498243787257,3.0996826471683394,3.0965,-0.008282647168339263,-0.00509999999999966,8.067634471249982e-05,0.002932822789613906
2023-12-20,3.09115,3.0915684121808127,3.094915241323077,3.0914,-0.0037652413230770954,-0.00025000000000030553,5.447615760817884e-05,0.0033468291422644584
2023-12-21,3.0845,3.0902636792814957,3.0934594482718234,3.09115,-0.0089594482718236,-0.006650000000000045,-0.0002867695872058654,0.003195768990327844
2023-12-22,3.07695,3.085516893110892,3.091458298830547,3.0845,-0.014508298830546718,-0.007549999999999724,0.0003296240959192526,0.005941405719654886
2023-12-25,3.0806,3.0754293172573584,3.0788884579437146,3.07695,0.001711542056285431,0.003649999999999931,-0.0004943397327092378,0.0034591406863561424
2023-12-26,3.0798,3.0782725582773365,3.080674306536498,3.0806,-0.000874306536498004,-0.0007999999999999119,-0.000755801264414431,0.002401748259161677
2023-12-27,3.0696,3.077388986584771,3.0794235613394316,3.0798,-0.009823561339431741,-0.010200000000000209,-0.0007831539826733412,0.0020345747546607466
2023-12-28,3.0649,3.0690187173442385,3.073855563225173,3.0696,-0.008955563225172991,-0.004699999999999704,-0.00018938549021007108,0.004836845880934914
2023-12-29,3.07325,3.066092221466351,3.0671651506254753,3.0649,0.00608484937452447,0.008349999999999635,0.00038891632489889615,0.0010729291591244235
2024-01-02,3.0929,3.0723375711518437,3.070553274826243,3.07325,0.022346725173757243,0.01965000000000039,-0.00029693787430302553,-0.0017842963256008903
2024-01-03,3.0982,3.0920304576478133,3.0851839618479366,3.0929,0.013016038152063203,0.005299999999999638,-0.00028118096520897797,-0.006846495799876465
2024-01-04,3.0958,3.096152839494399,3.0914238739123765,3.0982,0.004376126087623611,-0.0023999999999997357,-0.0006609764193866009,-0.004728965582022343
2024-01-05,3.0972,3.092843220294906,3.0900149237303167,3.0958,0.007185076269683233,0.0013999999999998458,-0.0009555502958639005,-0.002828296564589242
2024-01-08,3.0936,3.0967592310540577,3.0959300440222766,3.0972,-0.002330044022276656,-0.0036000000000000476,-0.00014232219820775976,-0.0008291870317811427
2024-01-09,3.0935,3.09513185942964,3.096623055113274,3.0936,-0.0031230551132739315,-9.999999999976694e-05,0.0004950479341228226,0.001491195683633733
2024-01-10,3.0967,3.0909541192090697,3.0923067229091177,3.0935,0.004393277090882108,0.0031999999999996476,-0.0008233162978226914,0.001352603700048138
2024-01-11,3.095,3.096489495523868,3.0965406650179585,3.0967,-0.0015406650179583536,-0.0016999999999995907,-6.797934291037042e-05,5.116949409040574e-05
2024-01-12,3.0918,3.094350553928507,3.0923621309384957,3.095,-0.0005621309384955531,-0.0032000000000000917,-0.0002098591987052094,-0.0019884229900115095
2024-01-15,3.0969,3.0913388978455143,3.0906749158596503,3.0918,0.006225084140349946,0.0051000000000001044,-0.0001491482442683623,-0.0006639819858638989
2024-01-16,3.1085,3.091889502352721,3.0906542378606283,3.0969,0.0178457621393715,0.01159999999999961,-0.0016192176968087637,-0.0012352644920924092
2024-01-17,3.1138,3.108188558567421,3.106224274177775,3.1085,0.007575725822225099,0.005300000000000082,-0.00010019528239358855,-0.001964284389646293
2024-01-18,3.1143,3.1137007271405563,3.1118006279306396,3.1138,0.0024993720693604615,0.000500000000000167,-3.1882086827987905e-05,-0.0019000992099167864
2024-01-19,3.1121,3.1137297095145504,3.111214558015161,3.1143,0.0008854419848387529,-0.002200000000000202,-0.00018313672658696066,-0.0025151514993893807
2024-01-22,3.108,3.1110656144101707,3.1091732962445113,3.1121,-0.001173296244511235,-0.0040999999999997705,-0.00033243068349649463,-0.0018923181656596007
2024-01-23,3.11115,3.106886828671154,3.105194247544057,3.108,0.005955752455943042,0.003149999999999764,-0.00035822738898952405,-0.0016925811270975255
2024-01-24,3.0999,3.111429861670448,3.1091208371888626,3.11115,-0.009220837188862685,-0.011249999999999982,8.995036684418704e-05,-0.0023090244815856553
2024-01-25,3.1107,3.0983826952172957,3.101570421606441,3.0999,0.00912957839355899,0.010800000000000143,-0.0004895887740591448,0.003187726389145383
2024-01-26,3.11035,3.111158374542796,3.1115103077683326,3.1107,-0.0011603077683326468,-0.0003500000000000725,0.0001473432907122276,0.00035193322553646073
2024-01-29,3.1208,3.10925857712735,3.114747738853046,3.11035,0.00605226114695423,0.01045000000000007,-0.0003509619199724287,0.005489161725695807
2024-01-30,3.1173,3.120603534898297,3.1211321491019075,3.1208,-0.003832149101907323,-0.0034999999999998366,-6.295542362218661e-05,0.0005286142036107136
2024-01-31,3.1134,3.1168040726613215,3.1186997906914153,3.1173,-0.005299790691415396,-0.0039000000000002366,-0.00015910139899640648,0.0018957180300937255
2024-02-01,3.1203,3.1127903117197473,3.1174288680420132,3.1134,0.0028711319579866057,0.006899999999999906,-0.00019584633674100886,0.004638556322265889
2024-02-02,3.1232,3.119719857028852,3.124558469579061,3.1203,-0.001358469579060717,0.0029000000000003467,-0.00018594266880935198,0.0048386125502090154
2024-02-05,3.1367,3.1226223021665276,3.120266643073273,3.1232,0.016433356926726983,0.013499999999999623,-0.00018498695837689165,-0.0023556590932549025
2024-02-06,3.1386,3.136129592817353,3.132026298709525,3.1367,0.006573701290474965,0.0019000000000000128,-0.00018186599070778295,-0.004103294107828256
2024-02-07,3.1304,3.1380357761171855,3.13442356277019,3.1386,-0.0040235627701901144,-0.008199999999999985,-0.00017978544700049439,-0.003612213346995746
2024-02-08,3.13685,3.1231477611627954,3.1218259813452405,3.1304,0.015024018654759441,0.006450000000000067,-0.0023194008794287383,-0.0013217798175547532
2024-02-09,3.1274,3.1298549287570654,3.1260123412312257,3.13685,0.0013876587687744468,-0.009449999999999736,-0.002232456842204816,-0.0038425875258395166
2024-02-12,3.1323,3.1280750485373123,3.127381219586783,3.1274,0.004918780413216695,0.004899999999999682,0.00021582646711711286,-0.0006938289505293287
