Date,DZD,SAR,CAD,DKK,USD,GBP,JPY,MAD,NOK,SEK,CHF,KWD,AED,EUR,,,BHD,QAR,CNY,MRU
1/1/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/2/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/3/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/4/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/5/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/6/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/7/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/8/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/9/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/10/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/11/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/12/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/13/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/14/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/15/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/16/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/17/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/18/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/19/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/20/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/21/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/22/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/23/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/24/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/25/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/26/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/27/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/28/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/29/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/30/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
1/31/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/1/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/2/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/3/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/4/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/5/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/6/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/7/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/8/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/9/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/10/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/11/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/12/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/13/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/14/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/15/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/16/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/17/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/18/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/19/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/20/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/21/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/22/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/23/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/24/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/25/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/26/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/27/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/28/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
2/29/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/1/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/2/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/3/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/4/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/5/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/6/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/7/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/8/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/9/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/10/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/11/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/12/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/13/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/14/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/15/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/16/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/17/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/18/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/19/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/20/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/21/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/22/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/23/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/24/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/25/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/26/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/27/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/28/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/29/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/30/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
3/31/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/1/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/2/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/3/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/4/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/5/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/6/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/7/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/8/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/9/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/10/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/11/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/12/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/13/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/14/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/15/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/16/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/17/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/18/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/19/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/20/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/21/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/22/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/23/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/24/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/25/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/26/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/27/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/28/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/29/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
4/30/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/1/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/2/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/3/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/4/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/5/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/6/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/7/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/8/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/9/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/10/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/11/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/12/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/13/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/14/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/15/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/16/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/17/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/18/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/19/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/20/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/21/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/22/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/23/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/24/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/25/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/26/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/27/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/28/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/29/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/30/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
5/31/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/1/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/2/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/3/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/4/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/5/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/6/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/7/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/8/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/9/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/10/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/11/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/12/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/13/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/14/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/15/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/16/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
6/17/2004,0.1781,3.3988,0.9138,20.5241,1.2741,2.257,11.2003,1.3957,18.4491,1.6726,9.9535,4.3237,3.4717,1.5271,,,,,,
