Date,EUR,GBP,JPY,,USD/TND Fixing t,, ,Exchange Date,Mid Price,,,USD/TND Fixing t,USD/TND Fixing t-1,delta fixing,percentage change,,EUR t,EUR t-1,delta EUR/USD %,,GBP t,GBP t-1,delta GBP/USD %,,JPY t,JPY t-1,delta USD/JPY  %,,percentage change,delta EUR/USD %,delta GBP/USD %,delta USD/JPY  %
22/7/2021,1.177,1.3763,110.14,,2.78835,,,4/8/2021,2.77835,,,2.78835,2.78835,0,0,,1.177,1.1792,-0.186567164,,1.3763,1.371,0.386579139,,110.14,110.27,-0.117892446,,0,-0.186567164,0.386579139,-0.117892446
23/7/2021,1.1771,1.3745,110.54,,2.79245,,,5/8/2021,2.77995,,,2.79245,2.78835,0.0041,0.147040364,,1.1771,1.177,0.008496177,,1.3745,1.3763,-0.130785439,,110.54,110.14,0.363174142,,0.147040364,0.008496177,-0.130785439,0.363174142
26/7/2021,1.1799,1.3816,110.34,,2.78855,,,6/8/2021,2.78715,,,2.78855,2.79245,-0.0039,-0.139662304,,1.1799,1.1771,0.237872738,,1.3816,1.3745,0.516551473,,110.34,110.54,-0.18092998,,-0.139662304,0.237872738,0.516551473,-0.18092998
27/7/2021,1.1814,1.3874,109.76,,2.78845,,,9/8/2021,2.79475,,,2.78845,2.78855,-1.00E-04,-0.003586093,,1.1814,1.1799,0.127129418,,1.3874,1.3816,0.419803127,,109.76,110.34,-0.525647997,,-0.003586093,0.127129418,0.419803127,-0.525647997
28/7/2021,1.1842,1.3898,109.9,,2.7862,,,11/8/2021,2.80255,,,2.7862,2.78845,-0.00225,-0.080689989,,1.1842,1.1814,0.237006941,,1.3898,1.3874,0.17298544,,109.9,109.76,0.12755102,,-0.080689989,0.237006941,0.17298544,0.12755102
29/7/2021,1.1886,1.3961,109.46,,2.77445,,,12/8/2021,2.79895,,,2.77445,2.7862,-0.01175,-0.421721341,,1.1886,1.1842,0.371558858,,1.3961,1.3898,0.453302633,,109.46,109.9,-0.400363967,,-0.421721341,0.371558858,0.453302633,-0.400363967
30/7/2021,1.187,1.3901,109.7,,2.77045,,,16/8/2021,2.79135,,,2.77045,2.77445,-0.004,-0.144172719,,1.187,1.1886,-0.134612149,,1.3901,1.3961,-0.429768641,,109.7,109.46,0.219258177,,-0.144172719,-0.134612149,-0.429768641,0.219258177
2/8/2021,1.1867,1.3881,109.28,,2.77315,,,17/8/2021,2.79355,,,2.77315,2.77045,0.0027,0.097457092,,1.1867,1.187,-0.025273799,,1.3881,1.3901,-0.143874541,,109.28,109.7,-0.382862352,,0.097457092,-0.025273799,-0.143874541,-0.382862352
3/8/2021,1.186,1.3914,109.04,,2.7742,,,18/8/2021,2.80345,,,2.7742,2.77315,0.00105,0.03786308,,1.186,1.1867,-0.058987107,,1.3914,1.3881,0.237735033,,109.04,109.28,-0.219619327,,0.03786308,-0.058987107,0.237735033,-0.219619327
4/8/2021,1.1835,1.3885,109.47,,2.77835,,,19/8/2021,2.80565,,,2.77835,2.7742,0.00415,0.149592675,,1.1835,1.186,-0.21079258,,1.3885,1.3914,-0.208423171,,109.47,109.04,0.394350697,,0.149592675,-0.21079258,-0.208423171,0.394350697
5/8/2021,1.1832,1.3928,109.74,,2.77995,,,20/8/2021,2.8095,,,2.77995,2.77835,0.0016,0.057588137,,1.1832,1.1835,-0.025348542,,1.3928,1.3885,0.309686712,,109.74,109.47,0.246642916,,0.057588137,-0.025348542,0.309686712,0.246642916
6/8/2021,1.176,1.3871,110.25,,2.78715,,,23/8/2021,2.80375,,,2.78715,2.77995,0.0072,0.258997464,,1.176,1.1832,-0.60851927,,1.3871,1.3928,-0.409247559,,110.25,109.74,0.464734828,,0.258997464,-0.60851927,-0.409247559,0.464734828
9/8/2021,1.1737,1.3844,110.28,,2.79475,,,24/8/2021,2.80115,,,2.79475,2.78715,0.0076,0.272679978,,1.1737,1.176,-0.195578231,,1.3844,1.3871,-0.19465071,,110.28,110.25,0.027210884,,0.272679978,-0.195578231,-0.19465071,0.027210884
10/8/2021,1.1718,1.3843,110.56,,2.80255,,,25/8/2021,2.80105,,,2.80255,2.79475,0.0078,0.279094731,,1.1718,1.1737,-0.16188123,,1.3843,1.3844,-0.007223346,,110.56,110.28,0.253899166,,0.279094731,-0.16188123,-0.007223346,0.253899166
11/8/2021,1.1737,1.3872,110.4,,2.80255,,,26/8/2021,2.79595,,,2.80255,2.80255,0,0,,1.1737,1.1718,0.162143711,,1.3872,1.3843,0.209492162,,110.4,110.56,-0.1447178,,0,0.162143711,0.209492162,-0.1447178
12/8/2021,1.1727,1.3804,110.38,,2.79895,,,27/8/2021,2.79995,,,2.79895,2.80255,-0.0036,-0.128454443,,1.1727,1.1737,-0.085200648,,1.3804,1.3872,-0.490196078,,110.38,110.4,-0.018115942,,-0.128454443,-0.085200648,-0.490196078,-0.018115942
13/8/2021,1.1791,1.3863,109.57,,2.79135,,,30/8/2021,2.7931,,,2.79135,2.79895,-0.0076,-0.271530395,,1.1791,1.1727,0.545749126,,1.3863,1.3804,0.427412344,,109.57,110.38,-0.733828592,,-0.271530395,0.545749126,0.427412344,-0.733828592
16/8/2021,1.1777,1.385,109.23,,2.79135,,,31/8/2021,2.78865,,,2.79135,2.79135,0,0,,1.1777,1.1791,-0.118734628,,1.385,1.3863,-0.093774796,,109.23,109.57,-0.310303915,,0,-0.118734628,-0.093774796,-0.310303915
17/8/2021,1.1708,1.3739,109.57,,2.79355,,,1/9/2021,2.79065,,,2.79355,2.79135,0.0022,0.07881491,,1.1708,1.1777,-0.585887747,,1.3739,1.385,-0.801444043,,109.57,109.23,0.311269798,,0.07881491,-0.585887747,-0.801444043,0.311269798
18/8/2021,1.171,1.3755,109.74,,2.80345,,,2/9/2021,2.78535,,,2.80345,2.79355,0.0099,0.354387786,,1.171,1.1708,0.017082337,,1.3755,1.3739,0.116456802,,109.74,109.57,0.155151958,,0.354387786,0.017082337,0.116456802,0.155151958
19/8/2021,1.1674,1.3638,109.72,,2.80565,,,3/9/2021,2.78135,,,2.80565,2.80345,0.0022,0.078474736,,1.1674,1.171,-0.307429547,,1.3638,1.3755,-0.850599782,,109.72,109.74,-0.018224895,,0.078474736,-0.307429547,-0.850599782,-0.018224895
20/8/2021,1.1696,1.3621,109.8,,2.8095,,,6/9/2021,2.78265,,,2.8095,2.80565,0.00385,0.137223103,,1.1696,1.1674,0.188452972,,1.3621,1.3638,-0.124651708,,109.8,109.72,0.072912869,,0.137223103,0.188452972,-0.124651708,0.072912869
23/8/2021,1.1743,1.3717,109.68,,2.80375,,,7/9/2021,2.78245,,,2.80375,2.8095,-0.00575,-0.204662751,,1.1743,1.1696,0.401846785,,1.3717,1.3621,0.704794068,,109.68,109.8,-0.109289617,,-0.204662751,0.401846785,0.704794068,-0.109289617
24/8/2021,1.1753,1.3727,109.62,,2.80115,,,8/9/2021,2.79025,,,2.80115,2.80375,-0.0026,-0.092732947,,1.1753,1.1743,0.085157115,,1.3727,1.3717,0.072902238,,109.62,109.68,-0.054704595,,-0.092732947,0.085157115,0.072902238,-0.054704595
25/8/2021,1.177,1.3759,109.99,,2.80105,,,9/9/2021,2.78785,,,2.80105,2.80115,-1.00E-04,-0.003569962,,1.177,1.1753,0.144643921,,1.3759,1.3727,0.233117214,,109.99,109.62,0.337529648,,-0.003569962,0.144643921,0.233117214,0.337529648
26/8/2021,1.175,1.3699,110.07,,2.79595,,,10/9/2021,2.78745,,,2.79595,2.80105,-0.0051,-0.182074579,,1.175,1.177,-0.169923534,,1.3699,1.3759,-0.436078203,,110.07,109.99,0.072733885,,-0.182074579,-0.169923534,-0.436078203,0.072733885
27/8/2021,1.1793,1.3757,109.82,,2.79995,,,13/9/2021,2.79585,,,2.79995,2.79595,0.004,0.143064075,,1.1793,1.175,0.365957447,,1.3757,1.3699,0.423388569,,109.82,110.07,-0.227128191,,0.143064075,0.365957447,0.423388569,-0.227128191
30/8/2021,1.1795,1.3758,109.92,,2.7931,,,14/9/2021,2.79135,,,2.7931,2.79995,-0.00685,-0.244647226,,1.1795,1.1793,0.016959213,,1.3758,1.3757,0.007269027,,109.92,109.82,0.091058095,,-0.244647226,0.016959213,0.007269027,0.091058095
31/8/2021,1.1807,1.3754,110.02,,2.78865,,,15/9/2021,2.78785,,,2.78865,2.7931,-0.00445,-0.159321184,,1.1807,1.1795,0.101738025,,1.3754,1.3758,-0.029073993,,110.02,109.92,0.090975255,,-0.159321184,0.101738025,-0.029073993,0.090975255
1/9/2021,1.1837,1.3768,109.99,,2.79065,,,16/9/2021,2.79865,,,2.79065,2.78865,0.002,0.071719291,,1.1837,1.1807,0.254086559,,1.3768,1.3754,0.101788571,,109.99,110.02,-0.027267769,,0.071719291,0.254086559,0.101788571,-0.027267769
2/9/2021,1.1873,1.3829,109.92,,2.78535,,,17/9/2021,2.79995,,,2.78535,2.79065,-0.0053,-0.189919911,,1.1873,1.1837,0.304131114,,1.3829,1.3768,0.443056363,,109.92,109.99,-0.063642149,,-0.189919911,0.304131114,0.443056363,-0.063642149
3/9/2021,1.1882,1.3865,109.73,,2.78135,,,20/9/2021,2.80555,,,2.78135,2.78535,-0.004,-0.143608523,,1.1882,1.1873,0.07580224,,1.3865,1.3829,0.260322511,,109.73,109.92,-0.172852984,,-0.143608523,0.07580224,0.260322511,-0.172852984
6/9/2021,1.1868,1.3834,109.83,,2.78265,,,21/9/2021,2.80425,,,2.78265,2.78135,0.0013,0.046739892,,1.1868,1.1882,-0.117825282,,1.3834,1.3865,-0.223584565,,109.83,109.73,0.09113278,,0.046739892,-0.117825282,-0.223584565,0.09113278
7/9/2021,1.1839,1.3782,110.27,,2.78245,,,22/9/2021,2.80185,,,2.78245,2.78265,-0.0002,-0.007187393,,1.1839,1.1868,-0.244354567,,1.3782,1.3834,-0.375885499,,110.27,109.83,0.400619139,,-0.007187393,-0.244354567,-0.375885499,0.400619139
8/9/2021,1.1813,1.3768,110.23,,2.79025,,,23/9/2021,2.80105,,,2.79025,2.78245,0.0078,0.280328487,,1.1813,1.1839,-0.219613143,,1.3768,1.3782,-0.101581773,,110.23,110.27,-0.036274599,,0.280328487,-0.219613143,-0.101581773,-0.036274599
9/9/2021,1.1825,1.3835,109.7,,2.78785,,,24/9/2021,2.80795,,,2.78785,2.79025,-0.0024,-0.086013798,,1.1825,1.1813,0.101583002,,1.3835,1.3768,0.486635677,,109.7,110.23,-0.480812846,,-0.086013798,0.101583002,0.486635677,-0.480812846
10/9/2021,1.1814,1.3839,109.93,,2.78745,,,27/9/2021,2.80915,,,2.78745,2.78785,-0.0004,-0.014347974,,1.1814,1.1825,-0.093023256,,1.3839,1.3835,0.028912179,,109.93,109.7,0.209662716,,-0.014347974,-0.093023256,0.028912179,0.209662716
13/9/2021,1.1808,1.3836,109.98,,2.79585,,,28/9/2021,2.8163,,,2.79585,2.78745,0.0084,0.301350697,,1.1808,1.1814,-0.050787202,,1.3836,1.3839,-0.021677867,,109.98,109.93,0.045483489,,0.301350697,-0.050787202,-0.021677867,0.045483489
14/9/2021,1.1802,1.3806,109.67,,2.79135,,,29/9/2021,2.822,,,2.79135,2.79585,-0.0045,-0.160952841,,1.1802,1.1808,-0.050813008,,1.3806,1.3836,-0.216825672,,109.67,109.98,-0.281869431,,-0.160952841,-0.050813008,-0.216825672,-0.281869431
15/9/2021,1.1815,1.3837,109.36,,2.78785,,,30/9/2021,2.8299,,,2.78785,2.79135,-0.0035,-0.125387357,,1.1815,1.1802,0.110150822,,1.3837,1.3806,0.224540055,,109.36,109.67,-0.28266618,,-0.125387357,0.110150822,0.224540055,-0.28266618
16/9/2021,1.1764,1.3788,109.7,,2.79865,,,1/10/2021,2.82565,,,2.79865,2.78785,0.0108,0.387395305,,1.1764,1.1815,-0.431654676,,1.3788,1.3837,-0.354123004,,109.7,109.36,0.310899781,,0.387395305,-0.431654676,-0.354123004,0.310899781
17/9/2021,1.1725,1.3742,109.96,,2.79995,,,4/10/2021,2.82125,,,2.79995,2.79865,0.0013,0.046450967,,1.1725,1.1764,-0.331519891,,1.3742,1.3788,-0.333623441,,109.96,109.7,0.237010027,,0.046450967,-0.331519891,-0.333623441,0.237010027
20/9/2021,1.1725,1.3657,109.39,,2.80555,,,5/10/2021,2.8265,,,2.80555,2.79995,0.0056,0.200003571,,1.1725,1.1725,0,,1.3657,1.3742,-0.618541697,,109.39,109.96,-0.518370316,,0.200003571,0,-0.618541697,-0.518370316
21/9/2021,1.1723,1.3659,109.21,,2.80425,,,6/10/2021,2.83505,,,2.80425,2.80555,-0.0013,-0.046336725,,1.1723,1.1725,-0.017057569,,1.3659,1.3657,0.014644505,,109.21,109.39,-0.164548862,,-0.046336725,-0.017057569,0.014644505,-0.164548862
22/9/2021,1.1686,1.3625,109.78,,2.80185,,,7/10/2021,2.83095,,,2.80185,2.80425,-0.0024,-0.085584381,,1.1686,1.1723,-0.315618869,,1.3625,1.3659,-0.248920126,,109.78,109.21,0.521930226,,-0.085584381,-0.315618869,-0.248920126,0.521930226
23/9/2021,1.1736,1.3716,110.3,,2.80105,,,8/10/2021,2.83195,,,2.80105,2.80185,-0.0008,-0.028552563,,1.1736,1.1686,0.427862399,,1.3716,1.3625,0.667889908,,110.3,109.78,0.473674622,,-0.028552563,0.427862399,0.667889908,0.473674622
24/9/2021,1.1714,1.3682,110.72,,2.80795,,,11/10/2021,2.83045,,,2.80795,2.80105,0.0069,0.246336195,,1.1714,1.1736,-0.187457396,,1.3682,1.3716,-0.247885681,,110.72,110.3,0.380779692,,0.246336195,-0.187457396,-0.247885681,0.380779692
27/9/2021,1.1694,1.3695,111,,2.80915,,,12/10/2021,2.83885,,,2.80915,2.80795,0.0012,0.042735804,,1.1694,1.1714,-0.170735872,,1.3695,1.3682,0.095015349,,111,110.72,0.252890173,,0.042735804,-0.170735872,0.095015349,0.252890173
28/9/2021,1.1681,1.3534,111.5,,2.8163,,,13/10/2021,2.83365,,,2.8163,2.80915,0.00715,0.25452539,,1.1681,1.1694,-0.11116812,,1.3534,1.3695,-1.175611537,,111.5,111,0.45045045,,0.25452539,-0.11116812,-1.175611537,0.45045045
29/9/2021,1.1595,1.3422,111.96,,2.822,,,14/10/2021,2.82865,,,2.822,2.8163,0.0057,0.202393211,,1.1595,1.1681,-0.736238336,,1.3422,1.3534,-0.827545441,,111.96,111.5,0.412556054,,0.202393211,-0.736238336,-0.827545441,0.412556054
30/9/2021,1.1581,1.3472,111.27,,2.8299,,,19/10/2021,2.82045,,,2.8299,2.822,0.0079,0.279943303,,1.1581,1.1595,-0.120741699,,1.3472,1.3422,0.372522724,,111.27,111.96,-0.616291533,,0.279943303,-0.120741699,0.372522724,-0.616291533
1/10/2021,1.1594,1.3545,111.05,,2.82565,,,20/10/2021,2.82065,,,2.82565,2.8299,-0.00425,-0.150181985,,1.1594,1.1581,0.112252828,,1.3545,1.3472,0.541864608,,111.05,111.27,-0.197717264,,-0.150181985,0.112252828,0.541864608,-0.197717264
4/10/2021,1.1621,1.3613,110.87,,2.82125,,,21/10/2021,2.82065,,,2.82125,2.82565,-0.0044,-0.155716384,,1.1621,1.1594,0.232879075,,1.3613,1.3545,0.502030269,,110.87,111.05,-0.162089149,,-0.155716384,0.232879075,0.502030269,-0.162089149
5/10/2021,1.1596,1.3629,111.45,,2.8265,,,22/10/2021,2.8196,,,2.8265,2.82125,0.00525,0.186087727,,1.1596,1.1621,-0.215127786,,1.3629,1.3613,0.117534709,,111.45,110.87,0.523135203,,0.186087727,-0.215127786,0.117534709,0.523135203
6/10/2021,1.1556,1.358,111.41,,2.83505,,,25/10/2021,2.82495,,,2.83505,2.8265,0.00855,0.302494251,,1.1556,1.1596,-0.344946533,,1.358,1.3629,-0.359527478,,111.41,111.45,-0.035890534,,0.302494251,-0.344946533,-0.359527478,-0.035890534
7/10/2021,1.155,1.3617,111.59,,2.83095,,,26/10/2021,2.82605,,,2.83095,2.83505,-0.0041,-0.144618261,,1.155,1.1556,-0.05192108,,1.3617,1.358,0.272459499,,111.59,111.41,0.161565389,,-0.144618261,-0.05192108,0.272459499,0.161565389
8/10/2021,1.1567,1.3611,112.22,,2.83195,,,27/10/2021,2.82425,,,2.83195,2.83095,0.001,0.035323831,,1.1567,1.155,0.147186147,,1.3611,1.3617,-0.044062569,,112.22,111.59,0.564566717,,0.035323831,0.147186147,-0.044062569,0.564566717
11/10/2021,1.1551,1.3595,113.3,,2.83045,,,28/10/2021,2.82215,,,2.83045,2.83195,-0.0015,-0.052967037,,1.1551,1.1567,-0.138324544,,1.3595,1.3611,-0.11755198,,113.3,112.22,0.962395295,,-0.052967037,-0.138324544,-0.11755198,0.962395295
12/10/2021,1.1527,1.3585,113.6,,2.83885,,,29/10/2021,2.82345,,,2.83885,2.83045,0.0084,0.296772598,,1.1527,1.1551,-0.207774219,,1.3585,1.3595,-0.073556455,,113.6,113.3,0.26478376,,0.296772598,-0.207774219,-0.073556455,0.26478376
13/10/2021,1.1592,1.3659,113.23,,2.83365,,,1/11/2021,2.8337,,,2.83365,2.83885,-0.0052,-0.183172764,,1.1592,1.1527,0.563893468,,1.3659,1.3585,0.544718439,,113.23,113.6,-0.325704225,,-0.183172764,0.563893468,0.544718439,-0.325704225
14/10/2021,1.1594,1.3673,113.66,,2.82865,,,2/11/2021,2.8312,,,2.82865,2.83365,-0.005,-0.176450867,,1.1594,1.1592,0.017253278,,1.3673,1.3659,0.102496522,,113.66,113.23,0.379758015,,-0.176450867,0.017253278,0.102496522,0.379758015
15/10/2021,1.16,1.3749,114.2,,2.82045,,,3/11/2021,2.8338,,,2.82045,2.82865,-0.0082,-0.289890937,,1.16,1.1594,0.051750906,,1.3749,1.3673,0.555839977,,114.2,113.66,0.475101179,,-0.289890937,0.051750906,0.555839977,0.475101179
18/10/2021,1.1609,1.3725,114.31,,2.82045,,,4/11/2021,2.83825,,,2.82045,2.82045,0,0,,1.1609,1.16,0.077586207,,1.3725,1.3749,-0.17455815,,114.31,114.2,0.096322242,,0,0.077586207,-0.17455815,0.096322242
19/10/2021,1.1632,1.3795,114.36,,2.82045,,,5/11/2021,2.8416,,,2.82045,2.82045,0,0,,1.1632,1.1609,0.198122147,,1.3795,1.3725,0.510018215,,114.36,114.31,0.043740705,,0,0.198122147,0.510018215,0.043740705
20/10/2021,1.1649,1.3824,114.26,,2.82065,,,8/11/2021,2.8324,,,2.82065,2.82045,0.0002,0.007091067,,1.1649,1.1632,0.146148556,,1.3824,1.3795,0.210221095,,114.26,114.36,-0.087443162,,0.007091067,0.146148556,0.210221095,-0.087443162
21/10/2021,1.1621,1.3791,113.97,,2.82065,,,9/11/2021,2.83,,,2.82065,2.82065,0,0,,1.1621,1.1649,-0.24036398,,1.3791,1.3824,-0.238715278,,113.97,114.26,-0.253807107,,0,-0.24036398,-0.238715278,-0.253807107
22/10/2021,1.1647,1.3751,113.46,,2.8196,,,10/11/2021,2.8353,,,2.8196,2.82065,-0.00105,-0.037225462,,1.1647,1.1621,0.223732897,,1.3751,1.3791,-0.290044232,,113.46,113.97,-0.447486181,,-0.037225462,0.223732897,-0.290044232,-0.447486181
25/10/2021,1.1606,1.3768,113.7,,2.82495,,,11/11/2021,2.8514,,,2.82495,2.8196,0.00535,0.189743226,,1.1606,1.1647,-0.35202198,,1.3768,1.3751,0.123627373,,113.7,113.46,0.211528292,,0.189743226,-0.35202198,0.123627373,0.211528292
26/10/2021,1.1595,1.3766,114.14,,2.82605,,,12/11/2021,2.85475,,,2.82605,2.82495,0.0011,0.038938742,,1.1595,1.1606,-0.094778563,,1.3766,1.3768,-0.014526438,,114.14,113.7,0.386983289,,0.038938742,-0.094778563,-0.014526438,0.386983289
27/10/2021,1.1604,1.3746,113.81,,2.82425,,,15/11/2021,2.8544,,,2.82425,2.82605,-0.0018,-0.063693141,,1.1604,1.1595,0.077619664,,1.3746,1.3766,-0.145285486,,113.81,114.14,-0.289118626,,-0.063693141,0.077619664,-0.145285486,-0.289118626
28/10/2021,1.1679,1.3788,113.56,,2.82215,,,16/11/2021,2.8674,,,2.82215,2.82425,-0.0021,-0.074356024,,1.1679,1.1604,0.646328852,,1.3788,1.3746,0.305543431,,113.56,113.81,-0.219664353,,-0.074356024,0.646328852,0.305543431,-0.219664353
29/10/2021,1.1561,1.3691,114,,2.82345,,,17/11/2021,2.87685,,,2.82345,2.82215,0.0013,0.046064171,,1.1561,1.1679,-1.010360476,,1.3691,1.3788,-0.703510299,,114,113.56,0.387460373,,0.046064171,-1.010360476,-0.703510299,0.387460373
1/11/2021,1.1606,1.3672,113.98,,2.8337,,,18/11/2021,2.8702,,,2.8337,2.82345,0.01025,0.363031044,,1.1606,1.1561,0.389239685,,1.3672,1.3691,-0.138777299,,113.98,114,-0.01754386,,0.363031044,0.389239685,-0.138777299,-0.01754386
2/11/2021,1.1577,1.3614,113.95,,2.8312,,,19/11/2021,2.8771,,,2.8312,2.8337,-0.0025,-0.088223877,,1.1577,1.1606,-0.249870757,,1.3614,1.3672,-0.424224693,,113.95,113.98,-0.026320407,,-0.088223877,-0.249870757,-0.424224693,-0.026320407
3/11/2021,1.161,1.3684,113.98,,2.8338,,,22/11/2021,2.88485,,,2.8338,2.8312,0.0026,0.091833851,,1.161,1.1577,0.28504794,,1.3684,1.3614,0.514176583,,113.98,113.95,0.026327337,,0.091833851,0.28504794,0.514176583,0.026327337
4/11/2021,1.1552,1.3498,113.75,,2.83825,,,23/11/2021,2.8865,,,2.83825,2.8338,0.00445,0.157032959,,1.1552,1.161,-0.499569337,,1.3498,1.3684,-1.359251681,,113.75,113.98,-0.201789788,,0.157032959,-0.499569337,-1.359251681,-0.201789788
5/11/2021,1.1566,1.3494,113.4,,2.8416,,,24/11/2021,2.895,,,2.8416,2.83825,0.00335,0.118030477,,1.1566,1.1552,0.121191136,,1.3494,1.3498,-0.02963402,,113.4,113.75,-0.307692308,,0.118030477,0.121191136,-0.02963402,-0.307692308
8/11/2021,1.1586,1.3561,113.22,,2.8324,,,25/11/2021,2.8915,,,2.8324,2.8416,-0.0092,-0.323761261,,1.1586,1.1566,0.172920629,,1.3561,1.3494,0.496516971,,113.22,113.4,-0.158730159,,-0.323761261,0.172920629,0.496516971,-0.158730159
9/11/2021,1.1591,1.3554,112.85,,2.83,,,26/11/2021,2.8787,,,2.83,2.8324,-0.0024,-0.084733795,,1.1591,1.1586,0.043155533,,1.3554,1.3561,-0.051618612,,112.85,113.22,-0.326797386,,-0.084733795,0.043155533,-0.051618612,-0.326797386
10/11/2021,1.1478,1.3401,113.9,,2.8353,,,29/11/2021,2.8813,,,2.8353,2.83,0.0053,0.187279152,,1.1478,1.1591,-0.974894315,,1.3401,1.3554,-1.128818061,,113.9,112.85,0.930438635,,0.187279152,-0.974894315,-1.128818061,0.930438635
11/11/2021,1.145,1.3371,114.05,,2.8514,,,30/11/2021,2.8662,,,2.8514,2.8353,0.0161,0.567841146,,1.145,1.1478,-0.243944938,,1.3371,1.3401,-0.223863891,,114.05,113.9,0.131694469,,0.567841146,-0.243944938,-0.223863891,0.131694469
12/11/2021,1.145,1.3413,113.85,,2.85475,,,1/12/2021,2.8705,,,2.85475,2.8514,0.00335,0.117486147,,1.145,1.145,0,,1.3413,1.3371,0.314112632,,113.85,114.05,-0.175361683,,0.117486147,0,0.314112632,-0.175361683
15/11/2021,1.1367,1.3418,114.12,,2.8544,,,2/12/2021,2.8702,,,2.8544,2.85475,-0.00035,-0.012260268,,1.1367,1.145,-0.72489083,,1.3418,1.3413,0.037277268,,114.12,113.85,0.23715415,,-0.012260268,-0.72489083,0.037277268,0.23715415
16/11/2021,1.1319,1.3427,114.82,,2.8674,,,3/12/2021,2.8777,,,2.8674,2.8544,0.013,0.45543722,,1.1319,1.1367,-0.422275007,,1.3427,1.3418,0.06707408,,114.82,114.12,0.613389415,,0.45543722,-0.422275007,0.06707408,0.613389415
17/11/2021,1.1319,1.348,114.07,,2.87685,,,6/12/2021,2.8775,,,2.87685,2.8674,0.00945,0.329566855,,1.1319,1.1319,0,,1.348,1.3427,0.394727043,,114.07,114.82,-0.653196307,,0.329566855,0,0.394727043,-0.653196307
18/11/2021,1.1369,1.3488,114.24,,2.8702,,,7/12/2021,2.8871,,,2.8702,2.87685,-0.00665,-0.231155604,,1.1369,1.1319,0.441735136,,1.3488,1.348,0.059347181,,114.24,114.07,0.149031297,,-0.231155604,0.441735136,0.059347181,0.149031297
19/11/2021,1.1288,1.3452,113.98,,2.8771,,,8/12/2021,2.87735,,,2.8771,2.8702,0.0069,0.240401366,,1.1288,1.1369,-0.712463717,,1.3452,1.3488,-0.266903915,,113.98,114.24,-0.227591036,,0.240401366,-0.712463717,-0.266903915,-0.227591036
22/11/2021,1.1234,1.3396,114.86,,2.88485,,,9/12/2021,2.87585,,,2.88485,2.8771,0.00775,0.269368461,,1.1234,1.1288,-0.478384125,,1.3396,1.3452,-0.416294975,,114.86,113.98,0.772065275,,0.269368461,-0.478384125,-0.416294975,0.772065275
23/11/2021,1.1246,1.3374,115.12,,2.8865,,,10/12/2021,2.87925,,,2.8865,2.88485,0.00165,0.057195348,,1.1246,1.1234,0.106818586,,1.3374,1.3396,-0.164228128,,115.12,114.86,0.226362528,,0.057195348,0.106818586,-0.164228128,0.226362528
24/11/2021,1.1197,1.3325,115.41,,2.895,,,13/12/2021,2.879,,,2.895,2.8865,0.0085,0.294474277,,1.1197,1.1246,-0.435710475,,1.3325,1.3374,-0.366382533,,115.41,115.12,0.251911049,,0.294474277,-0.435710475,-0.366382533,0.251911049
25/11/2021,1.1206,1.332,115.35,,2.8915,,,14/12/2021,2.8778,,,2.8915,2.895,-0.0035,-0.1208981,,1.1206,1.1197,0.080378673,,1.332,1.3325,-0.037523452,,115.35,115.41,-0.051988563,,-0.1208981,0.080378673,-0.037523452,-0.051988563
26/11/2021,1.1317,1.334,113.31,,2.8787,,,15/12/2021,2.8855,,,2.8787,2.8915,-0.0128,-0.442676811,,1.1317,1.1206,0.990540782,,1.334,1.332,0.15015015,,113.31,115.35,-1.768530559,,-0.442676811,0.990540782,0.15015015,-1.768530559
29/11/2021,1.1291,1.3311,113.52,,2.8813,,,16/12/2021,2.87265,,,2.8813,2.8787,0.0026,0.090318547,,1.1291,1.1317,-0.229742865,,1.3311,1.334,-0.217391304,,113.52,113.31,0.185332274,,0.090318547,-0.229742865,-0.217391304,0.185332274
30/11/2021,1.1336,1.3295,113.13,,2.8662,,,20/12/2021,2.88,,,2.8662,2.8813,-0.0151,-0.524068997,,1.1336,1.1291,0.398547516,,1.3295,1.3311,-0.120201337,,113.13,113.52,-0.343551797,,-0.524068997,0.398547516,-0.120201337,-0.343551797
1/12/2021,1.1319,1.3277,112.75,,2.8705,,,21/12/2021,2.8811,,,2.8705,2.8662,0.0043,0.150024423,,1.1319,1.1336,-0.149964714,,1.3277,1.3295,-0.135389244,,112.75,113.13,-0.335896756,,0.150024423,-0.149964714,-0.135389244,-0.335896756
2/12/2021,1.1299,1.3306,113.15,,2.8702,,,22/12/2021,2.8768,,,2.8702,2.8705,-0.0003,-0.010451141,,1.1299,1.1319,-0.176694054,,1.3306,1.3277,0.218422836,,113.15,112.75,0.354767184,,-0.010451141,-0.176694054,0.218422836,0.354767184
3/12/2021,1.1313,1.3231,112.8,,2.8777,,,23/12/2021,2.876,,,2.8777,2.8702,0.0075,0.261305832,,1.1313,1.1299,0.12390477,,1.3231,1.3306,-0.563655494,,112.8,113.15,-0.309323906,,0.261305832,0.12390477,-0.563655494,-0.309323906
6/12/2021,1.1285,1.3264,113.46,,2.8775,,,24/12/2021,2.8751,,,2.8775,2.8777,-0.0002,-0.006949995,,1.1285,1.1313,-0.247502873,,1.3264,1.3231,0.249414254,,113.46,112.8,0.585106383,,-0.006949995,-0.247502873,0.249414254,0.585106383
